transaction_real_price,city,exclusive_use_area,floor,total_parking_capacity_in_site,total_household_count_in_sites,apartment_building_count_in_sites,heat_type,heat_fuel,front_door_structure,supply_area,total_household_count_of_area_type,room_count,bathroom_count
548000000,1,84.93,11,400.0,479,6,individual,gas,stairway,102.97,208,3.0,1.0
90000000,0,59.8,17,3776.0,3382,35,individual,gas,stairway,78.1,200,3.0,1.0
340000000,0,84.98700000000001,7,529.0,470,5,individual,gas,stairway,118.23,114,3.0,2.0
1050000000,1,120.915,15,219.0,123,3,individual,gas,corridor,148.8,52,4.0,2.0
500000000,1,59.93,14,343.0,349,2,individual,gas,corridor,83.76,164,3.0,1.0
69000000,0,59.66,9,160.0,214,1,individual,gas,corridor,84.08,66,3.0,1.0
255000000,0,84.898,17,413.0,430,8,individual,gas,stairway,113.85,185,3.0,2.0
218000000,1,59.4,7,782.0,800,6,district,cogeneration,corridor,84.73,306,3.0,1.0
197000000,1,59.92,9,705.0,601,4,individual,gas,corridor,86.1,250,3.0,1.0
319000000,1,59.93,11,1352.0,939,15,individual,gas,corridor,82.56,298,3.0,1.0
406000000,0,144.48,7,,1258,15,individual,gas,stairway,179.62,248,4.0,2.0
430000000,0,59.526,22,1174.0,1059,11,individual,gas,stairway,82.61,93,3.0,2.0
1000000000,1,84.99,18,7876.0,5563,65,district,cogeneration,stairway,109.34,436,3.0,2.0
245000000,0,119.25,13,2716.0,2302,24,individual,gas,stairway,144.77,246,4.0,2.0
185000000,1,59.76,8,562.0,804,6,district,cogeneration,corridor,81.84,239,2.0,1.0
472000000,1,105.8959,10,250.0,195,5,individual,gas,stairway,142.88,11,3.0,2.0
279000000,0,85.0,16,4515.0,2637,30,individual,gas,stairway,107.27,276,3.0,2.0
199200000,0,84.9902,2,4697.0,3462,49,individual,gas,stairway,111.19,1534,3.0,2.0
350000000,1,59.99,4,1426.0,1332,20,individual,gas,stairway,79.34,252,3.0,2.0
78000000,0,41.85,13,236.0,713,7,individual,gas,stairway,57.11,236,2.0,1.0
85000000,0,48.69,4,,148,3,individual,gas,stairway,60.74,44,2.0,1.0
74000000,0,59.99,9,1430.0,1500,10,individual,gas,stairway,75.55,600,3.0,1.0
470000000,1,84.79,1,492.0,378,9,district,cogeneration,stairway,107.5,20,3.0,2.0
425000000,1,59.67,4,156.0,144,2,district,cogeneration,stairway,75.28,24,3.0,1.0
210000000,1,58.01,11,,2064,24,district,cogeneration,corridor,80.26,650,2.0,1.0
429000000,1,114.35,11,1630.0,1613,16,individual,gas,stairway,140.7,288,4.0,2.0
340000000,0,84.9944,26,3400.0,3160,30,individual,gas,stairway,113.78,785,3.0,2.0
404000000,1,59.85,4,1115.0,947,16,district,cogeneration,stairway,79.54,165,3.0,2.0
222000000,1,35.46,10,900.0,1316,10,district,cogeneration,corridor,52.79,224,1.0,1.0
427000000,1,114.72200000000001,6,539.0,454,8,individual,gas,stairway,140.77,40,4.0,2.0
310000000,1,84.73,5,251.0,203,4,individual,gas,stairway,105.96,165,3.0,2.0
900000000,1,84.9572,8,1263.0,940,16,,,stairway,113.68,103,3.0,2.0
122500000,1,45.55,7,583.0,536,2,central,gas,corridor,66.91,163,1.0,1.0
470000000,1,84.89,25,1314.0,1162,7,central,gas,stairway,112.39,352,3.0,2.0
843000000,1,84.9604,10,522.0,452,8,individual,gas,stairway,108.76,51,3.0,2.0
217000000,1,59.92,5,705.0,601,4,individual,gas,corridor,86.1,250,3.0,1.0
1080000000,1,118.12,6,,1790,24,district,cogeneration,corridor,118.12,360,4.0,1.0
203000000,1,59.28,3,1120.0,2213,26,district,cogeneration,corridor,76.68,150,2.0,1.0
898000000,1,98.63,14,1625.0,2280,33,district,cogeneration,corridor,115.7,0,4.0,2.0
114000000,0,48.76,2,,152,4,individual,gas,stairway,54.61,85,2.0,1.0
148000000,1,59.95,15,706.0,1313,9,district,cogeneration,corridor,81.14,630,3.0,1.0
1380000000,1,158.705,4,4494.0,4494,56,district,cogeneration,stairway,182.8,558,4.0,2.0
325000000,0,127.2641,3,1460.0,911,15,individual,gas,stairway,160.57,133,4.0,2.0
215000000,1,44.64,21,774.0,1285,10,central,gas,corridor,66.12,801,3.0,1.0
373000000,1,84.99,7,1033.0,990,11,district,cogeneration,stairway,103.29,990,3.0,2.0
160000000,1,49.92,13,390.0,713,6,district,cogeneration,corridor,65.65,267,3.0,1.0
265000000,1,59.89,7,748.0,719,9,individual,gas,corridor,81.42,36,3.0,1.0
2080000000,1,204.41,3,388.0,130,4,individual,gas,stairway,240.42,70,4.0,2.0
880000000,1,84.95,6,1821.0,1129,13,individual,cogeneration,stairway,112.73,234,3.0,2.0
1500000000,1,84.943,16,6075.0,3410,44,district,cogeneration,stairway,116.87,682,3.0,2.0
158500000,1,44.52,8,1402.0,2002,16,individual,gas,corridor,59.2,540,2.0,1.0
300000000,1,46.75,4,1299.0,1080,8,central,gas,corridor,60.21,150,2.0,1.0
180000000,1,56.88,3,220.0,473,4,individual,gas,corridor,74.12,252,3.0,1.0
575000000,1,54.94,11,617.0,1352,12,district,cogeneration,corridor,75.55,834,2.0,1.0
395000000,1,78.3,6,692.0,807,8,individual,gas,stairway,95.08,106,3.0,1.0
1100000000,1,135.61,24,3869.0,1177,4,individual,gas,,178.51,30,3.0,2.0
85000000,0,44.1,4,1500.0,1963,15,central,gas,corridor,59.67,120,2.0,1.0
359000000,1,84.846,7,196.0,171,1,individual,gas,stairway,109.19,114,3.0,2.0
890000000,1,76.5,2,3930.0,3930,30,district,cogeneration,corridor,112.39,1170,3.0,1.0
350000000,1,44.61,5,,316,4,central,gas,corridor,58.25,38,1.0,1.0
598000000,0,147.97,10,857.0,375,14,district,cogeneration,stairway,181.02,100,4.0,2.0
580000000,1,74.02,15,373.0,393,3,individual,gas,stairway,97.44,1,3.0,1.0
82800000,0,59.58,13,200.0,199,1,individual,gas,stairway,76.11,88,3.0,1.0
320000000,1,84.92,13,259.0,408,3,individual,gas,stairway,98.26,150,3.0,2.0
307000000,1,58.14,9,1016.0,1016,9,district,cogeneration,corridor,79.91,838,3.0,1.0
435000000,1,59.92,10,551.0,657,7,district,cogeneration,stairway,83.98,150,3.0,2.0
1117000000,1,84.99,14,7876.0,5563,65,district,cogeneration,stairway,109.51,29,3.0,2.0
710000000,1,84.95100000000001,13,1185.0,882,16,individual,gas,stairway,112.29,222,3.0,2.0
197000000,0,75.75,10,2050.0,2038,23,individual,gas,mixed,92.56,300,3.0,1.0
870000000,1,144.123,2,4190.0,2176,50,district,cogeneration,stairway,186.61,391,4.0,2.0
112000000,0,59.99,5,90.0,232,1,individual,gas,corridor,76.51,59,3.0,1.0
508000000,1,84.11,4,443.0,443,4,district,cogeneration,stairway,103.82,60,3.0,1.0
300000000,1,59.9765,6,778.0,662,15,individual,gas,stairway,84.09,206,3.0,2.0
1315000000,1,115.05,1,2906.0,2435,21,district,cogeneration,stairway,135.89,336,4.0,2.0
360000000,1,84.79,6,883.0,707,11,individual,gas,stairway,105.77,36,3.0,2.0
325000000,1,59.4,5,551.0,461,4,individual,gas,corridor,82.8,207,3.0,1.0
150000000,1,45.5,4,228.0,291,1,individual,gas,corridor,56.37,36,1.0,1.0
113210000,0,84.34,3,1440.0,1780,16,individual,gas,stairway,114.6,510,3.0,2.0
198400000,0,84.4977,4,162.0,150,3,individual,gas,stairway,106.78,120,3.0,2.0
855000000,1,84.99,3,1834.0,1466,19,district,cogeneration,stairway,112.61,104,3.0,2.0
80000000,0,54.09,14,106.0,105,1,individual,-,corridor,68.41,15,2.0,1.0
535000000,1,83.21,5,674.0,1320,14,central,gas,corridor,106.0,180,3.0,1.0
172000000,0,84.8,3,2919.0,2290,20,individual,gas,stairway,114.17,677,3.0,2.0
255700000,0,100.2336,3,1888.0,1500,17,district,cogeneration,stairway,129.81,60,3.0,2.0
456000000,1,84.99,14,1992.0,1601,14,individual,gas,stairway,110.14,718,3.0,2.0
1080000000,1,84.81,5,828.0,690,9,central,gas,stairway,102.48,210,3.0,1.0
359000000,1,59.75,5,524.0,487,7,individual,gas,stairway,79.43,198,3.0,1.0
430000000,1,84.87799999999999,10,1054.0,886,11,individual,gas,stairway,110.77,200,3.0,2.0
740000000,1,59.98,2,,585,11,individual,gas,stairway,86.35,44,3.0,2.0
505000000,1,46.75,1,1299.0,1080,8,central,gas,corridor,60.21,150,2.0,1.0
140000000,1,41.3,10,1710.0,1710,10,central,gas,corridor,60.33,30,2.0,1.0
324000000,1,59.94,3,315.0,330,5,individual,gas,corridor,85.55,150,3.0,1.0
177000000,0,59.73,3,1070.0,1070,14,district,cogeneration,stairway,75.74,490,2.0,1.0
455000000,0,144.48,22,1578.0,922,9,individual,gas,stairway,178.06,100,4.0,2.0
277000000,1,84.97,7,3940.0,3003,25,individual,gas,mixed,109.57,280,3.0,2.0
1247000000,1,53.06,2,400.0,900,8,central,cogeneration,corridor,73.43,180,3.0,1.0
350000000,1,84.32,8,1710.0,855,6,central,gas,corridor,108.25,150,3.0,1.0
294500000,0,84.9913,14,3400.0,3160,30,individual,gas,stairway,113.78,785,3.0,2.0
567000000,1,119.32,15,704.0,704,8,individual,gas,stairway,138.88,120,4.0,2.0
410000000,1,84.96,6,918.0,901,7,central,gas,stairway,109.55,304,3.0,2.0
260000000,0,84.82,4,210.0,210,2,central,gas,stairway,101.09,75,3.0,1.0
622000000,1,118.25,15,1299.0,1080,8,central,gas,stairway,137.2,120,4.0,2.0
228000000,0,59.79,10,548.0,452,7,district,cogeneration,stairway,79.65,202,3.0,1.0
1360000000,1,99.385,14,2634.0,1356,18,individual,gas,stairway,125.98,318,3.0,1.0
600000000,1,84.98,19,490.0,260,3,individual,gas,stairway,104.07,41,3.0,2.0
630000000,1,84.97,10,1077.0,1094,10,district,cogeneration,corridor,112.0,674,3.0,1.0
338850000,1,84.09,3,2366.0,1971,28,individual,gas,stairway,105.32,394,3.0,2.0
100000000,0,59.46,14,214.0,214,2,individual,gas,stairway,82.65,46,3.0,1.0
925900000,1,152.14600000000002,32,2237.0,2407,30,district,cogeneration,stairway,194.35,64,4.0,3.0
1043000000,1,84.99,11,7876.0,5563,65,district,cogeneration,stairway,109.2,1201,3.0,2.0
450000000,1,86.78,8,955.0,1089,8,central,gas,corridor,92.1,64,0.0,0.0
515000000,1,84.9,4,618.0,508,5,district,cogeneration,stairway,108.86,308,3.0,2.0
895000000,1,84.859,15,933.0,794,9,individual,gas,stairway,112.91,26,3.0,2.0
600000000,0,84.6389,13,4599.0,2752,14,individual,gas,stairway,113.65,772,3.0,2.0
380000000,1,84.97,4,551.0,526,5,individual,gas,stairway,110.92,295,3.0,2.0
97000000,0,34.29,6,220.0,448,1,individual,gas,stairway,52.89,270,1.0,1.0
800000000,1,59.96,6,1171.0,768,11,district,cogeneration,stairway,78.71,150,3.0,2.0
558000000,1,84.78,12,130.0,178,1,individual,gas,stairway,104.2,82,3.0,2.0
125000000,1,44.52,10,78.0,1800,10,central,gas,corridor,59.2,1800,2.0,1.0
190000000,0,84.9961,13,1989.0,1973,18,individual,gas,stairway,114.9,529,3.0,2.0
945000000,1,84.83,10,4900.0,3696,46,district,cogeneration,stairway,110.54,1404,3.0,2.0
359000000,1,59.87,11,814.0,722,9,district,cogeneration,stairway,82.07,82,3.0,2.0
148000000,0,39.95,1,481.0,799,6,district,cogeneration,corridor,57.14,50,2.0,1.0
210000000,0,59.9458,24,1013.0,946,8,,,stairway,85.18,168,3.0,2.0
320000000,1,84.96,4,554.0,529,7,individual,gas,stairway,110.43,320,3.0,2.0
510000000,1,110.14,15,1710.0,855,6,central,gas,mixed,128.16,120,3.0,2.0
880000000,1,84.12200000000001,10,548.0,321,5,district,cogeneration,stairway,109.19,123,3.0,2.0
480000000,1,59.89,10,1710.0,855,6,central,gas,corridor,76.51,165,2.0,1.0
1600000000,1,138.54,8,665.0,288,5,district,cogeneration,stairway,158.68,22,4.0,2.0
642000000,1,84.95,11,4890.0,3293,51,district,cogeneration,stairway,112.45,66,3.0,2.0
338000000,1,59.57,10,2504.0,1983,26,individual,gas,stairway,80.22,828,3.0,1.0
250000000,1,59.91,14,488.0,429,3,individual,gas,corridor,83.31,184,3.0,1.0
285000000,0,113.29,9,201.0,224,1,individual,gas,stairway,146.19,24,4.0,2.0
381000000,1,84.741,8,669.0,627,12,individual,gas,stairway,113.24,493,3.0,2.0
89000000,0,47.19,9,1187.0,1084,11,individual,-,stairway,63.0,46,1.0,1.0
522500000,1,99.917,15,986.0,564,11,district,cogeneration,stairway,126.75,354,3.0,2.0
690000000,1,95.84,1,277.0,555,7,district,cogeneration,stairway,105.52,300,3.0,1.0
95000000,0,41.85,14,236.0,713,7,individual,gas,stairway,57.11,236,2.0,1.0
69500000,0,59.9325,15,498.0,1153,11,individual,gas,corridor,78.36,150,3.0,1.0
442000000,1,84.71,8,280.0,248,4,individual,gas,stairway,104.61,104,3.0,2.0
598000000,1,59.88,9,1010.0,895,15,individual,gas,stairway,84.88,53,3.0,2.0
900000000,1,76.79,8,5000.0,4424,28,district,cogeneration,corridor,101.52,13,3.0,1.0
330000000,1,84.9,19,330.0,304,2,individual,gas,stairway,105.9,158,3.0,2.0
790000000,1,114.79,14,1424.0,1251,17,individual,gas,stairway,151.95,152,4.0,2.0
1100000000,0,215.64,49,1850.0,629,3,individual,gas,,285.23,36,4.0,3.0
325000000,1,68.99,11,994.0,3315,21,district,cogeneration,corridor,94.01,1140,3.0,1.0
501600000,0,159.8382,21,2733.0,1598,19,individual,gas,stairway,201.51,165,4.0,2.0
570000000,0,100.945,8,1405.0,998,6,individual,gas,stairway,135.52,282,3.0,2.0
170000000,1,53.16,2,4753.0,3169,30,individual,gas,corridor,73.43,605,2.0,1.0
285000000,1,60.0,21,1985.0,1286,16,individual,gas,stairway,80.24,166,3.0,2.0
223000000,1,63.53,15,570.0,570,5,individual,gas,corridor,85.76,315,2.0,1.0
390000000,1,59.42,3,997.0,997,9,district,cogeneration,corridor,82.85,70,3.0,1.0
108750000,0,59.075,13,700.0,990,7,individual,gas,stairway,73.82,0,3.0,1.0
190000000,0,84.47,4,,102,1,individual,gas,stairway,100.63,17,3.0,2.0
550000000,1,59.93,16,410.0,408,2,district,cogeneration,corridor,79.88,168,2.0,1.0
299000000,1,71.31,8,300.0,280,2,individual,gas,,77.23,108,3.0,1.0
580000000,1,84.96,17,1208.0,844,10,individual,gas,stairway,111.82,194,3.0,2.0
930000000,1,84.98,12,1316.0,1316,21,district,cogeneration,stairway,102.27,364,3.0,1.0
97500000,0,59.9645,25,712.0,705,7,individual,gas,stairway,81.16,254,3.0,2.0
286000000,0,117.4122,1,829.0,703,7,individual,gas,stairway,148.86,68,4.0,2.0
410000000,1,55.02,2,1879.0,3100,34,district,cogeneration,corridor,75.22,720,2.0,1.0
293000000,1,58.01,13,1196.0,2392,18,district,cogeneration,corridor,80.26,352,2.0,1.0
378000000,1,59.75,11,688.0,650,12,individual,gas,stairway,81.01,201,3.0,2.0
114000000,0,48.51,6,640.0,640,4,individual,gas,corridor,66.94,640,2.0,1.0
325000000,1,59.26,2,893.0,2433,14,district,cogeneration,corridor,83.26,447,3.0,1.0
350000000,1,84.94,4,3481.0,2678,25,individual,gas,stairway,102.02,2254,3.0,2.0
940000000,1,59.96,20,7712.0,5678,72,district,cogeneration,stairway,84.75,1150,3.0,2.0
373000000,0,125.4,4,,1258,15,individual,gas,stairway,152.17,382,4.0,2.0
217000000,0,76.72,1,865.0,981,9,individual,gas,stairway,104.97,453,3.0,2.0
87000000,0,31.98,5,380.0,380,8,individual,gas,stairway,37.38,199,1.0,1.0
114000000,0,59.9399,3,517.0,517,4,individual,gas,stairway,81.87,116,3.0,2.0
305000000,1,59.88,12,1352.0,1352,15,district,cogeneration,stairway,79.43,552,3.0,1.0
220000000,1,84.99,2,121.0,106,1,individual,gas,stairway,111.73,11,3.0,2.0
630000000,1,84.46,1,324.0,245,6,individual,gas,stairway,102.48,1,3.0,2.0
202000000,0,84.98,2,1430.0,1500,10,individual,gas,stairway,104.56,616,3.0,2.0
372000000,0,84.9982,14,829.0,703,7,individual,gas,stairway,109.13,35,3.0,2.0
873500000,1,167.69,7,601.0,300,13,district,cogeneration,stairway,210.81,72,3.0,2.0
475000000,1,84.74,8,465.0,410,9,district,cogeneration,stairway,111.42,42,3.0,2.0
429000000,1,114.63,4,802.0,860,8,individual,gas,stairway,141.49,192,4.0,2.0
127000000,0,84.95,3,536.0,536,3,individual,gas,stairway,105.87,400,3.0,2.0
187000000,1,59.9,4,563.0,478,7,individual,gas,corridor,84.85,201,2.0,2.0
204000000,1,59.73,6,617.0,597,5,individual,gas,stairway,85.07,144,3.0,1.0
370000000,0,84.99700000000001,11,1306.0,1306,15,individual,gas,stairway,113.61,504,3.0,2.0
124000000,0,84.93,10,1044.0,2132,24,individual,gas,stairway,102.91,1128,3.0,2.0
250000000,0,83.5,12,1037.0,1026,12,individual,gas,stairway,112.5,640,3.0,2.0
500000000,1,84.37,9,1344.0,1106,16,individual,gas,stairway,108.09,90,3.0,2.0
600000000,1,78.7,1,796.0,398,4,district,cogeneration,corridor,84.45,5,3.0,2.0
535000000,1,101.92,6,811.0,486,13,district,cogeneration,stairway,126.31,54,4.0,2.0
235000000,1,84.95,3,856.0,745,9,individual,gas,stairway,107.01,14,3.0,2.0
885000000,1,84.99,15,7876.0,5563,65,district,cogeneration,stairway,109.47,46,3.0,2.0
142500000,0,84.87,16,753.0,741,6,individual,gas,stairway,107.86,150,3.0,2.0
245000000,1,59.95,3,706.0,1313,9,district,cogeneration,corridor,81.14,630,3.0,1.0
325000000,0,84.9276,7,440.0,418,6,individual,gas,stairway,113.19,181,3.0,2.0
189000000,1,41.26,5,800.0,986,9,individual,gas,corridor,56.36,2,2.0,1.0
790000000,1,60.13,11,400.0,900,8,central,cogeneration,corridor,83.48,180,3.0,1.0
340000000,0,101.86,14,1576.0,1112,17,central,gas,stairway,130.75,30,3.0,2.0
140000000,0,84.505,4,85.0,365,4,individual,-,stairway,100.88,60,3.0,2.0
490000000,1,101.86,3,635.0,462,7,district,cogeneration,stairway,125.13,288,4.0,2.0
296000000,0,84.9932,16,2675.0,1852,18,individual,gas,stairway,108.43,251,3.0,2.0
1165000000,1,148.9,4,782.0,337,5,individual,gas,stairway,179.9,18,4.0,2.0
99000000,1,28.71,13,,1635,9,individual,gas,corridor,38.09,240,1.0,1.0
372000000,0,84.98,7,3410.0,1926,29,individual,gas,stairway,110.88,432,3.0,2.0
678000000,1,114.99,15,1806.0,1497,25,individual,gas,stairway,145.43,82,4.0,2.0
600000000,1,59.89,3,912.0,912,8,individual,cogeneration,corridor,76.96,330,2.0,1.0
400000000,1,59.888000000000005,12,989.0,795,10,district,cogeneration,corridor,84.01,73,3.0,2.0
246000000,0,134.12,3,1367.0,1408,10,individual,gas,stairway,159.9,120,4.0,2.0
635000000,1,84.97,16,3310.0,2517,42,district,cogeneration,stairway,107.49,120,3.0,2.0
165000000,0,59.99100000000001,8,572.0,502,5,individual,gas,stairway,92.3,116,3.0,2.0
280000000,0,84.99,3,932.0,841,29,individual,gas,stairway,111.85,80,3.0,2.0
485000000,1,84.63,15,270.0,270,2,district,cogeneration,stairway,99.94,270,3.0,2.0
550000000,1,59.99,3,308.0,275,5,individual,gas,stairway,85.73,64,3.0,2.0
474000000,1,88.02,3,285.0,284,3,individual,gas,stairway,115.33,60,3.0,3.0
295000000,0,84.2249,10,900.0,450,7,individual,gas,stairway,105.15,319,3.0,2.0
208000000,0,52.29,7,467.0,648,2,individual,gas,stairway,69.97,229,2.0,1.0
153000000,0,58.0,3,522.0,672,20,individual,gas,stairway,64.24,100,2.0,1.0
190000000,0,84.99,9,469.0,477,3,individual,gas,stairway,107.22,223,3.0,2.0
360000000,1,59.99,8,1177.0,1074,16,individual,gas,stairway,82.87,514,3.0,2.0
1345000000,1,205.12,19,938.0,312,3,district,cogeneration,stairway,247.53,22,5.0,2.0
174000000,1,70.56,7,360.0,1980,12,district,cogeneration,stairway,84.73,180,3.0,1.0
238000000,0,84.59,4,494.0,444,8,district,cogeneration,stairway,112.17,60,3.0,2.0
264000000,0,70.8693,14,1449.0,1256,16,individual,gas,stairway,93.61,120,3.0,2.0
387500000,1,84.23,1,174.0,410,5,individual,gas,stairway,100.55,254,3.0,2.0
253000000,1,59.26,14,412.0,373,3,individual,gas,corridor,84.5,229,2.0,1.0
217500000,0,84.9266,9,222.0,215,3,individual,gas,stairway,111.45,16,3.0,2.0
520000000,1,124.77,17,918.0,901,7,central,gas,stairway,153.2,288,4.0,2.0
366500000,1,84.97,6,330.0,660,5,district,cogeneration,stairway,100.62,360,3.0,2.0
339000000,1,59.91,9,262.0,256,2,individual,gas,corridor,86.05,115,3.0,1.0
195000000,1,59.4,4,1704.0,2340,18,individual,cogeneration,corridor,79.34,324,3.0,1.0
450000000,1,84.92,10,4804.0,3830,54,individual,gas,stairway,111.06,442,3.0,2.0
470000000,0,123.119,26,427.0,342,6,individual,gas,stairway,150.55,103,4.0,2.0
300000000,1,70.81,4,432.0,864,7,individual,gas,corridor,76.83,456,2.0,1.0
85000000,1,39.6,8,390.0,713,6,district,cogeneration,corridor,52.08,238,2.0,1.0
114700000,0,59.9675,10,1357.0,1166,12,individual,gas,stairway,82.18,346,3.0,2.0
353590000,0,115.28,24,507.0,270,2,individual,gas,stairway,155.92,112,3.0,2.0
720000000,1,114.28,10,325.0,322,4,individual,gas,stairway,147.54,50,4.0,2.0
390000000,1,59.95,3,460.0,442,3,individual,gas,stairway,75.57,146,3.0,1.0
360000000,1,84.9,9,278.0,348,3,individual,gas,stairway,103.47,172,3.0,2.0
355000000,1,58.9,5,299.0,783,7,individual,gas,corridor,78.51,197,2.0,1.0
245000000,0,134.97,7,728.0,728,12,district,cogeneration,stairway,157.19,140,4.0,2.0
555000000,1,84.9,13,456.0,448,4,central,gas,stairway,119.01,218,3.0,2.0
305000000,1,84.94,15,3481.0,2678,25,individual,gas,stairway,102.02,2254,3.0,2.0
207000000,0,59.91,5,2651.0,1898,16,individual,gas,stairway,79.69,188,3.0,1.0
325000000,1,83.86,12,417.0,582,6,individual,gas,stairway,95.92,567,3.0,2.0
70000000,1,41.3,6,676.0,2265,26,district,cogeneration,corridor,58.44,510,2.0,1.0
402000000,1,84.87,16,401.0,345,5,individual,gas,stairway,109.7,100,3.0,2.0
195000000,1,49.77,9,329.0,609,5,central,gas,corridor,69.62,215,2.0,1.0
510000000,1,84.69,20,1140.0,976,13,central,gas,stairway,99.94,340,3.0,2.0
345000000,1,59.9465,12,201.0,207,2,individual,gas,stairway,76.73,24,3.0,2.0
230000000,1,84.99,2,133.0,211,3,individual,gas,stairway,105.14,106,3.0,2.0
240000000,0,59.76,5,756.0,842,8,district,cogeneration,stairway,80.23,220,3.0,1.0
111000000,0,59.4,6,116.0,129,1,individual,gas,corridor,77.3,57,3.0,1.0
273000000,1,45.55,14,583.0,536,2,central,gas,corridor,66.91,163,1.0,1.0
470000000,1,106.5,13,240.0,218,3,individual,gas,stairway,128.95,41,4.0,2.0
435000000,1,84.96,7,1376.0,1140,15,district,cogeneration,stairway,106.16,717,3.0,2.0
77000000,0,33.7495,22,1331.0,1395,9,individual,gas,corridor,49.59,316,1.0,1.0
550000000,1,114.7,6,608.0,520,7,central,gas,stairway,140.53,92,4.0,2.0
221000000,0,83.5,1,1037.0,1026,12,individual,gas,stairway,112.5,640,3.0,2.0
690000000,1,59.96,7,2657.0,2652,32,individual,gas,stairway,82.92,165,3.0,2.0
480000000,1,84.77,2,989.0,780,9,central,gas,stairway,104.64,780,3.0,2.0
397000000,1,115.56,12,1200.0,1234,15,individual,gas,stairway,126.99,232,4.0,2.0
878000000,1,127.2,12,478.0,283,6,individual,gas,stairway,150.6,25,4.0,2.0
204500000,0,84.86200000000001,3,443.0,436,4,individual,gas,stairway,110.47,112,3.0,2.0
333000000,0,84.98,23,2277.0,1728,25,individual,gas,stairway,110.81,656,3.0,2.0
543000000,1,84.88,4,977.0,596,12,individual,gas,stairway,110.62,262,3.0,2.0
237000000,1,49.6,2,1239.0,1676,21,district,cogeneration,corridor,69.32,1166,2.0,1.0
195000000,1,59.99,17,1630.0,1613,16,individual,gas,stairway,81.19,580,3.0,1.0
372500000,1,71.26,13,448.0,299,2,district,cogeneration,stairway,85.23,60,3.0,1.0
247000000,1,59.978,8,1533.0,1095,11,individual,gas,stairway,80.68,288,3.0,1.0
323000000,1,59.96,6,408.0,346,3,individual,gas,corridor,79.38,150,2.0,1.0
595000000,1,101.9,34,648.0,274,2,individual,gas,stairway,132.24,112,3.0,2.0
280000000,1,58.01,9,823.0,2646,28,district,cogeneration,corridor,80.26,1300,2.0,1.0
700000000,1,68.66,5,,173,6,individual,gas,stairway,81.8,100,3.0,1.0
483500000,1,84.64,10,1855.0,1605,25,individual,gas,stairway,109.23,792,3.0,2.0
415000000,1,59.82,23,2085.0,1592,15,central,gas,corridor,82.65,300,2.0,1.0
435000000,1,59.99,14,1177.0,1074,16,individual,gas,stairway,82.87,514,3.0,2.0
385000000,1,84.84,12,709.0,710,8,central,gas,stairway,104.78,650,3.0,2.0
95000000,0,84.87,23,670.0,661,6,individual,gas,stairway,105.85,290,3.0,2.0
473000000,1,114.73,13,2088.0,1634,28,individual,gas,stairway,135.74,393,4.0,2.0
1498000000,1,142.034,14,2322.0,617,3,individual,gas,stairway,190.2,178,4.0,2.0
189000000,0,59.916000000000004,15,318.0,420,4,individual,gas,stairway,80.01,180,3.0,1.0
375000000,1,59.6,4,1560.0,1247,24,individual,gas,stairway,86.77,306,3.0,2.0
276000000,0,101.5883,20,1460.0,911,15,individual,gas,stairway,128.55,143,3.0,2.0
429000000,0,118.7961,23,519.0,299,4,individual,gas,stairway,149.92,150,4.0,2.0
665000000,1,84.97,19,3310.0,2517,42,district,cogeneration,stairway,107.49,120,3.0,2.0
840000000,1,84.92399999999999,11,1209.0,919,14,district,cogeneration,mixed,106.05,146,3.0,2.0
373000000,1,84.98,6,1448.0,1047,9,district,cogeneration,stairway,103.8,176,3.0,2.0
207000000,0,84.93,10,702.0,848,11,individual,gas,stairway,102.91,160,3.0,2.0
850000000,1,114.81,19,243.0,219,2,individual,gas,stairway,149.25,44,4.0,2.0
467500000,1,84.97,21,2300.0,1981,18,district,cogeneration,stairway,108.85,816,3.0,2.0
650000000,1,69.42,6,,190,9,individual,gas,stairway,69.42,80,3.0,1.0
269000000,1,59.95,2,1602.0,1253,15,individual,gas,corridor,87.96,427,3.0,1.0
232000000,1,59.94,1,212.0,210,2,individual,gas,corridor,82.97,114,3.0,1.0
309000000,0,84.9791,15,1449.0,1256,16,individual,gas,stairway,109.81,237,3.0,2.0
533000000,1,59.07,10,435.0,435,3,district,cogeneration,corridor,76.99,60,2.0,1.0
417000000,1,77.34,11,194.0,136,1,individual,gas,stairway,93.55,13,3.0,2.0
1430000000,1,165.08,3,800.0,558,13,district,cogeneration,stairway,195.35,216,5.0,2.0
700000000,1,59.96,2,1122.0,732,10,district,cogeneration,stairway,81.35,144,3.0,1.0
1255000000,1,84.79,12,9766.0,6864,66,district,cogeneration,stairway,108.82,216,3.0,2.0
495000000,1,59.84,6,1010.0,919,14,district,cogeneration,stairway,79.38,383,3.0,2.0
325000000,0,101.86,14,1576.0,1112,17,central,gas,stairway,131.86,116,3.0,2.0
577000000,0,126.9004,32,4599.0,2752,14,individual,gas,stairway,166.87,384,4.0,2.0
120000000,0,84.6,3,75.0,119,1,individual,gas,stairway,93.96,76,3.0,1.0
855000000,1,84.95,7,1010.0,895,15,individual,gas,stairway,109.32,151,3.0,2.0
58000000,0,44.82,2,372.0,372,6,individual,gas,stairway,51.56,372,2.0,1.0
157000000,0,84.99,4,156.0,273,1,individual,gas,stairway,104.44,231,3.0,2.0
